x-axis,1,3,4,MATH1
+55.40000E-06,+1.01199740602E+00,+149.62312148E-03,-5.46486303E-03,+154.20532227E-03
+55.42500E-06,+1.03461047111E+00,+159.67337263E-03,-1.69601885E-03,+160.46142578E-03
+55.45000E-06,+1.00445971766E+00,+197.36181444E-03,+816.54394E-06,+196.31958008E-03
+55.47500E-06,+1.03837931529E+00,+187.31156329E-03,-5.46486303E-03,+192.32177734E-03
+55.50000E-06,+998.17831069E-03,+163.44221681E-03,+61.11805083E-03,+101.65405273E-03
+55.52500E-06,+1.07481147570E+00,+163.44221681E-03,+30.96729738E-03,+131.68334961E-03
+55.55000E-06,+1.03209790832E+00,+169.72362378E-03,-5.46486303E-03,+174.37744141E-03
+55.57500E-06,+1.02204765717E+00,+123.24121222E-03,+34.73614156E-03,+87.89062500E-03
+55.60000E-06,+998.17831069E-03,+123.24121222E-03,+34.73614156E-03,+87.89062500E-03
+55.62500E-06,+1.03837931529E+00,+159.67337263E-03,+2.07282533E-03,+156.70776367E-03
+55.65000E-06,+998.17831069E-03,+163.44221681E-03,+28.45473459E-03,+134.18579102E-03
+55.67500E-06,+1.03837931529E+00,+163.44221681E-03,+10.86679509E-03,+151.70288086E-03
+55.70000E-06,+1.03837931529E+00,+177.26131214E-03,-19.28395836E-03,+195.83129883E-03
+55.72500E-06,+1.00194715487E+00,+163.44221681E-03,-1.69601885E-03,+164.21508789E-03
+55.75000E-06,+1.00445971766E+00,+197.36181444E-03,-5.46486303E-03,+202.57568359E-03
+55.77500E-06,+1.01450996881E+00,+187.31156329E-03,+18.40448344E-03,+167.96875000E-03
+55.80000E-06,+1.03837931529E+00,+203.64322141E-03,+8.35423230E-03,+194.88525391E-03
+55.82500E-06,+1.03461047111E+00,+163.44221681E-03,-41.89702345E-03,+205.13916016E-03
+55.85000E-06,+998.17831069E-03,+169.72362378E-03,+34.73614156E-03,+134.18579102E-03
+55.87500E-06,+950.43961774E-03,+130.77890058E-03,+10.86679509E-03,+119.17114257E-03
+55.90000E-06,+971.79640143E-03,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+55.92500E-06,+1.00194715487E+00,+159.67337263E-03,-5.46486303E-03,+164.21508789E-03
+55.95000E-06,+1.03837931529E+00,+169.72362378E-03,+56.09292525E-03,+113.06762696E-03
+55.97500E-06,+1.03837931529E+00,+139.57287034E-03,+34.73614156E-03,+104.15649414E-03
+56.00000E-06,+984.35921536E-03,+163.44221681E-03,-45.66586763E-03,+208.98437500E-03
+56.02500E-06,+961.74615028E-03,+167.21106099E-03,-1.69601885E-03,+167.96875000E-03
+56.05000E-06,+1.00445971766E+00,+169.72362378E-03,+7.09795091E-03,+161.71264648E-03
+56.07500E-06,+998.17831069E-03,+147.11055870E-03,+34.73614156E-03,+111.66381836E-03
+56.10000E-06,+1.03837931529E+00,+149.62312149E-03,+8.35423230E-03,+140.44189453E-03
+56.12500E-06,+994.40946651E-03,+163.44221681E-03,-1.69601885E-03,+164.21508789E-03
+56.15000E-06,+1.00445971766E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+56.17500E-06,+1.02204765717E+00,+163.44221681E-03,+51.06779968E-03,+111.66381836E-03
+56.20000E-06,+1.02456021996E+00,+189.82412608E-03,+34.73614156E-03,+154.20532227E-03
+56.22500E-06,+1.03461047111E+00,+163.44221681E-03,+30.96729738E-03,+131.68334961E-03
+56.25000E-06,+1.00445971766E+00,+157.16080984E-03,-5.46486303E-03,+161.71264648E-03
+56.27500E-06,+1.02204765717E+00,+203.64322141E-03,-21.79652115E-03,+225.25024414E-03
+56.30000E-06,+1.02456021996E+00,+149.62312149E-03,+34.73614156E-03,+114.16625977E-03
+56.32500E-06,+1.07104263152E+00,+199.87437723E-03,-5.46486303E-03,+205.13916016E-03
+56.35000E-06,+1.00445971766E+00,+169.72362378E-03,+7.09795091E-03,+161.71264648E-03
+56.37500E-06,+998.17831069E-03,+163.44221681E-03,+18.40448344E-03,+144.19555664E-03
+56.40000E-06,+998.17831069E-03,+123.24121222E-03,-5.46486303E-03,+127.92968750E-03
+56.42500E-06,+998.17831069E-03,+163.44221681E-03,+30.96729738E-03,+131.68334961E-03
+56.45000E-06,+998.17831069E-03,+129.52261919E-03,+68.65573919E-03,+60.36376954E-03
+56.47500E-06,+1.03837931529E+00,+163.44221681E-03,+18.40448344E-03,+144.19555664E-03
+56.50000E-06,+1.02456021996E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+56.52500E-06,+998.17831069E-03,+127.01005640E-03,+34.73614156E-03,+91.64428711E-03
+56.55000E-06,+1.03209790832E+00,+163.44221681E-03,+34.73614156E-03,+127.92968750E-03
+56.57500E-06,+1.02204765717E+00,+139.57287034E-03,-5.46486303E-03,+144.19555664E-03
+56.60000E-06,+1.02456021996E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+56.62500E-06,+1.03461047111E+00,+159.67337264E-03,-1.69601885E-03,+160.46142579E-03
+56.65000E-06,+1.00445971766E+00,+101.88442853E-03,+68.65573919E-03,+32.83691407E-03
+56.67500E-06,+998.17831069E-03,+147.11055869E-03,+34.73614156E-03,+111.66381836E-03
+56.70000E-06,+998.17831069E-03,+177.26131214E-03,+34.73614156E-03,+141.69311523E-03
+56.72500E-06,+1.03837931529E+00,+163.44221681E-03,-1.69601885E-03,+164.21508789E-03
+56.75000E-06,+1.03209790832E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+56.77500E-06,+1.01450996881E+00,+163.44221681E-03,+18.40448344E-03,+144.19555664E-03
+56.80000E-06,+1.33360544278E+00,+110.67839828E-03,-19.28395836E-03,+129.51660156E-03
+56.82500E-06,+1.31978634745E+00,+163.44221681E-03,+71.16830198E-03,+91.64428711E-03
+56.85000E-06,+1.40018835664E+00,+55.40201697E-03,-45.66586763E-03,+100.40283204E-03
+56.87500E-06,+1.37631901016E+00,+179.77387493E-03,+115.13815075E-03,+64.11743164E-03
+56.90000E-06,+1.33360544278E+00,+149.62312149E-03,-5.46486303E-03,+154.20532227E-03
+56.92500E-06,+1.39265066828E+00,+127.01005640E-03,+74.93714616E-03,+51.60522461E-03
+56.95000E-06,+1.27958534285E+00,+157.16080984E-03,+816.54394E-06,+155.45654296E-03
+56.97500E-06,+1.30345468933E+00,+147.11055869E-03,+58.60548804E-03,+87.89062500E-03
+57.00000E-06,+1.05219841061E+00,+189.82412608E-03,+48.55523689E-03,+140.44189454E-03
+57.02500E-06,+1.03461047111E+00,+127.01005640E-03,+27.19845321E-03,+99.24316405E-03
+57.05000E-06,+976.82152701E-03,+157.16080984E-03,+41.01754853E-03,+115.41748046E-03
+57.07500E-06,+1.07858031988E+00,+83.04020762E-03,-126.06787682E-03,+208.98437500E-03
+57.10000E-06,+1.06476122455E+00,+163.44221681E-03,+88.75624148E-03,+74.12719727E-03
+57.12500E-06,+1.00571599905E+00,+159.67337264E-03,-82.09802804E-03,+241.42456055E-03
+57.15000E-06,+1.01074112463E+00,+116.95980525E-03,+68.65573919E-03,+47.85156250E-03
+57.17500E-06,+1.01450996881E+00,+187.31156329E-03,+10.86679509E-03,+176.05590820E-03
+57.20000E-06,+1.23938433826E+00,+135.80402616E-03,-5.46486303E-03,+140.44189454E-03
+57.22500E-06,+1.28335418703E+00,+130.77890057E-03,+71.16830198E-03,+59.11254882E-03
+57.25000E-06,+1.35370594507E+00,+129.52261919E-03,+68.65573919E-03,+60.36376954E-03
+57.27500E-06,+1.34365569392E+00,+179.77387493E-03,+74.93714616E-03,+104.15649414E-03
+57.30000E-06,+1.33360544278E+00,+163.44221681E-03,-45.66586763E-03,+208.98437500E-03
+57.32500E-06,+1.31978634745E+00,+163.44221681E-03,+38.50498574E-03,+124.17602539E-03
+57.35000E-06,+1.31978634745E+00,+203.64322141E-03,+28.45473459E-03,+174.37744141E-03
+57.37500E-06,+1.31978634745E+00,+203.64322141E-03,+34.73614156E-03,+167.96875000E-03
+57.40000E-06,+1.11878132448E+00,+177.26131214E-03,+48.55523689E-03,+127.92968750E-03
+57.42500E-06,+1.04214815946E+00,+123.24121222E-03,+30.96729738E-03,+91.64428711E-03
+57.45000E-06,+1.00445971766E+00,+95.60302157E-03,+41.01754853E-03,+54.10766602E-03
+57.47500E-06,+1.03837931529E+00,+147.11055869E-03,-29.33420951E-03,+176.05590820E-03
+57.50000E-06,+1.02456021996E+00,+149.62312149E-03,+48.55523689E-03,+100.40283204E-03
+57.52500E-06,+1.00571599905E+00,+159.67337264E-03,+71.16830198E-03,+87.89062500E-03
+57.55000E-06,+1.03209790832E+00,+157.16080984E-03,+28.45473459E-03,+127.92968750E-03
+57.57500E-06,+1.01450996881E+00,+187.31156329E-03,+10.86679509E-03,+176.05590820E-03
+57.60000E-06,+1.26576624753E+00,+96.85930295E-03,-45.66586763E-03,+141.69311523E-03
+57.62500E-06,+1.31978634745E+00,+167.21106099E-03,+71.16830198E-03,+95.39794921E-03
+57.65000E-06,+1.35998735204E+00,+129.52261919E-03,-5.46486303E-03,+134.18579102E-03
+57.67500E-06,+1.35998735204E+00,+163.44221681E-03,+58.60548804E-03,+104.15649414E-03
+57.70000E-06,+1.33360544277E+00,+189.82412608E-03,-5.46486303E-03,+194.88525391E-03
+57.72500E-06,+1.31978634745E+00,+123.24121222E-03,+38.50498574E-03,+84.13696289E-03
+57.75000E-06,+1.35370594507E+00,+184.79900049E-03,+34.73614156E-03,+149.20043944E-03
+57.77500E-06,+1.31978634745E+00,+139.57287034E-03,+58.60548804E-03,+80.38330079E-03
+57.80000E-06,+1.03837931529E+00,+177.26131214E-03,+61.11805083E-03,+115.41748046E-03
+57.82500E-06,+1.03837931529E+00,+127.01005640E-03,-5.46486303E-03,+131.68334961E-03
+57.85000E-06,+1.00445971766E+00,+157.16080984E-03,+7.09795091E-03,+149.20043944E-03
+57.87500E-06,+974.30896422E-03,+179.77387493E-03,-29.33420951E-03,+208.98437500E-03
+57.90000E-06,+998.17831069E-03,+149.62312149E-03,+88.75624148E-03,+60.36376954E-03
+57.92500E-06,+1.00194715487E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+57.95000E-06,+1.00445971766E+00,+89.32161460E-03,+34.73614156E-03,+54.10766602E-03
+57.97500E-06,+1.01450996881E+00,+163.44221681E-03,+34.73614156E-03,+127.92968750E-03
+58.00000E-06,+1.23938433826E+00,+109.42211689E-03,-5.46486303E-03,+114.16625977E-03
+58.02500E-06,+1.31978634745E+00,+167.21106099E-03,+34.73614156E-03,+131.68334961E-03
+58.05000E-06,+1.35370594507E+00,+197.36181444E-03,-33.10305368E-03,+230.10253905E-03
+58.07500E-06,+1.35998735204E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+58.10000E-06,+1.31978634745E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+58.12500E-06,+1.31601750327E+00,+127.01005640E-03,-1.69601886E-03,+127.92968750E-03
+58.15000E-06,+1.35370594507E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+58.17500E-06,+1.35119338228E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+58.20000E-06,+1.09239941521E+00,+203.64322141E-03,+74.93714616E-03,+127.92968750E-03
+58.22500E-06,+1.04214815946E+00,+163.44221681E-03,-1.69601886E-03,+164.21508789E-03
+58.25000E-06,+998.17831069E-03,+135.80402616E-03,+34.73614156E-03,+100.40283204E-03
+58.27500E-06,+1.02204765717E+00,+130.77890057E-03,-29.33420951E-03,+159.79003905E-03
+58.30000E-06,+1.02456021996E+00,+177.26131214E-03,+74.93714616E-03,+101.65405273E-03
+58.32500E-06,+1.00194715487E+00,+163.44221681E-03,-1.69601886E-03,+164.21508789E-03
+58.35000E-06,+1.00445971766E+00,+169.72362379E-03,-5.46486303E-03,+174.37744141E-03
+58.37500E-06,+1.01450996881E+00,+187.31156329E-03,-5.46486303E-03,+192.32177734E-03
+58.40000E-06,+1.30596725212E+00,+123.24121222E-03,-45.66586763E-03,+167.96875000E-03
+58.42500E-06,+1.32355519163E+00,+203.64322141E-03,-1.69601886E-03,+205.13916016E-03
+58.45000E-06,+1.35370594507E+00,+89.32161460E-03,+34.73614156E-03,+54.10766602E-03
+58.47500E-06,+1.37631901016E+00,+139.57287034E-03,+58.60548804E-03,+80.38330079E-03
+58.50000E-06,+1.29340443818E+00,+163.44221681E-03,+20.91704624E-03,+141.69311523E-03
+58.52500E-06,+1.35621850787E+00,+163.44221681E-03,+71.16830198E-03,+91.64428710E-03
+58.55000E-06,+1.31978634745E+00,+169.72362379E-03,+34.73614156E-03,+134.18579102E-03
+58.57500E-06,+1.32732403580E+00,+147.11055869E-03,+27.19845321E-03,+119.17114256E-03
+58.60000E-06,+1.03837931529E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+58.62500E-06,+1.07104263153E+00,+123.24121222E-03,-5.46486303E-03,+127.92968750E-03
+58.65000E-06,+998.17831069E-03,+197.36181444E-03,+34.73614156E-03,+161.71264648E-03
+58.67500E-06,+1.03837931529E+00,+123.24121222E-03,-45.66586763E-03,+167.96875000E-03
+58.70000E-06,+1.02456021996E+00,+177.26131214E-03,+74.93714616E-03,+101.65405273E-03
+58.72500E-06,+1.03837931529E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+58.75000E-06,+1.04466072226E+00,+129.52261919E-03,+41.01754854E-03,+87.89062500E-03
+58.77500E-06,+1.03084162694E+00,+139.57287034E-03,+18.40448344E-03,+120.42236329E-03
+58.80000E-06,+1.25194715221E+00,+109.42211689E-03,-5.46486303E-03,+114.16625977E-03
+58.82500E-06,+1.35621850787E+00,+167.21106099E-03,+34.73614156E-03,+131.68334960E-03
+58.85000E-06,+1.34742453810E+00,+83.04020762E-03,+816.54394E-06,+81.63452148E-03
+58.87500E-06,+1.35998735204E+00,+187.31156329E-03,+51.06779968E-03,+135.43701171E-03
+58.90000E-06,+1.31978634745E+00,+137.06030754E-03,+33.47986018E-03,+103.24096678E-03
+58.92500E-06,+1.35621850787E+00,+163.44221681E-03,+71.16830198E-03,+91.64428710E-03
+58.95000E-06,+1.35370594507E+00,+197.36181444E-03,+816.54394E-06,+196.31958007E-03
+58.97500E-06,+1.34365569392E+00,+163.44221681E-03,+34.73614156E-03,+127.92968750E-03
+59.00000E-06,+1.05219841061E+00,+203.64322141E-03,+115.13815075E-03,+87.89062500E-03
+59.02500E-06,+1.04214815946E+00,+123.24121222E-03,+30.96729739E-03,+91.64428710E-03
+59.05000E-06,+998.17831069E-03,+191.08040746E-03,+34.73614156E-03,+155.45654296E-03
+59.07500E-06,+1.02204765717E+00,+163.44221681E-03,-69.53521410E-03,+232.75756835E-03
+59.10000E-06,+1.02456021996E+00,+177.26131214E-03,+48.55523689E-03,+127.92968750E-03
+59.12500E-06,+998.17831069E-03,+199.87437723E-03,-49.43471180E-03,+249.02343750E-03
+59.15000E-06,+1.03209790831E+00,+129.52261919E-03,+816.54394E-06,+127.92968750E-03
+59.17500E-06,+1.06224866176E+00,+187.31156329E-03,-29.33420950E-03,+216.09497069E-03
+59.20000E-06,+1.29340443818E+00,+149.62312149E-03,-19.28395836E-03,+167.96875000E-03
+59.22500E-06,+1.28335418703E+00,+207.41206558E-03,+34.73614156E-03,+171.81396484E-03
+59.25000E-06,+1.35998735204E+00,+129.52261919E-03,+816.54394E-06,+127.92968750E-03
+59.27500E-06,+1.37631901017E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+59.30000E-06,+1.31978634745E+00,+149.62312149E-03,-5.46486303E-03,+154.20532227E-03
+59.32500E-06,+1.32355519162E+00,+163.44221681E-03,+34.73614156E-03,+127.92968750E-03
+59.35000E-06,+1.34742453810E+00,+157.16080984E-03,+41.01754854E-03,+115.41748046E-03
+59.37500E-06,+1.34365569392E+00,+163.44221681E-03,+18.40448344E-03,+144.19555665E-03
+59.40000E-06,+1.06476122456E+00,+203.64322141E-03,+61.11805083E-03,+141.69311523E-03
+59.42500E-06,+1.07481147571E+00,+123.24121222E-03,-41.89702345E-03,+164.21508790E-03
+59.45000E-06,+964.25871307E-03,+197.36181443E-03,+34.73614156E-03,+161.71264648E-03
+59.47500E-06,+1.00571599904E+00,+324.24623519E-03,+162.87684370E-03,+160.85815431E-03
+59.50000E-06,+957.97730610E-03,+109.42211690E-03,-45.66586763E-03,+154.20532227E-03
+59.52500E-06,+1.11501248030E+00,+167.21106099E-03,+74.93714616E-03,+91.64428710E-03
+59.55000E-06,+964.25871307E-03,+169.72362379E-03,-5.46486303E-03,+174.37744141E-03
+59.57500E-06,+1.01450996881E+00,+139.57287034E-03,+10.86679509E-03,+127.92968750E-03
+59.60000E-06,+1.30596725213E+00,+96.85930295E-03,-45.66586763E-03,+141.69311523E-03
+59.62500E-06,+1.31224865910E+00,+163.44221681E-03,+38.50498574E-03,+124.17602540E-03
+59.65000E-06,+1.38762554269E+00,+123.24121222E-03,-39.38446065E-03,+161.71264648E-03
+59.67500E-06,+1.35998735204E+00,+187.31156329E-03,+115.13815075E-03,+71.62475585E-03
+59.70000E-06,+1.31978634745E+00,+149.62312149E-03,-19.28395836E-03,+167.96875000E-03
+59.72500E-06,+1.35621850787E+00,+163.44221681E-03,+38.50498574E-03,+124.17602540E-03
+59.75000E-06,+1.31978634745E+00,+203.64322141E-03,+816.54394E-06,+202.57568359E-03
+59.77500E-06,+1.33611800557E+00,+163.44221681E-03,+58.60548803E-03,+104.15649415E-03
+59.80000E-06,+1.11878132448E+00,+203.64322141E-03,+74.93714616E-03,+127.92968750E-03
+59.82500E-06,+1.03461047111E+00,+123.24121222E-03,-5.46486303E-03,+127.92968750E-03
+59.85000E-06,+1.00445971767E+00,+123.24121222E-03,+74.93714616E-03,+47.85156250E-03
+59.87500E-06,+981.84665257E-03,+83.04020762E-03,-29.33420950E-03,+111.66381835E-03
+59.90000E-06,+957.97730610E-03,+163.44221681E-03,+101.31905543E-03,+61.61499023E-03
+59.92500E-06,+1.03837931529E+00,+199.87437723E-03,-41.89702345E-03,+241.42456056E-03
+59.95000E-06,+1.03209790831E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+59.97500E-06,+1.06224866176E+00,+163.44221681E-03,+10.86679509E-03,+151.70288085E-03
+60.00000E-06,+1.25320343358E+00,+123.24121222E-03,+20.91704624E-03,+101.65405273E-03
+60.02500E-06,+1.24692202661E+00,+199.87437723E-03,+71.16830198E-03,+127.92968750E-03
+60.05000E-06,+1.35998735204E+00,+123.24121222E-03,-39.38446065E-03,+161.71264648E-03
+60.07500E-06,+1.40018835664E+00,+227.51256788E-03,+74.93714616E-03,+151.70288085E-03
+60.10000E-06,+1.31978634745E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+60.12500E-06,+1.39641951246E+00,+127.01005639E-03,+34.73614156E-03,+91.64428710E-03
+60.15000E-06,+1.28586674983E+00,+157.16080984E-03,-5.46486303E-03,+161.71264648E-03
+60.17500E-06,+1.30345468933E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+60.20000E-06,+1.07858031988E+00,+216.20603536E-03,+34.73614156E-03,+181.12182619E-03
+60.22500E-06,+1.03837931529E+00,+127.01005639E-03,+30.96729739E-03,+95.39794921E-03
+60.25000E-06,+1.00445971767E+00,+197.36181443E-03,+28.45473459E-03,+167.96875000E-03
+60.27500E-06,+981.84665257E-03,+123.24121222E-03,-69.53521410E-03,+192.32177734E-03
+60.30000E-06,+998.17831069E-03,+203.64322141E-03,+74.93714616E-03,+127.92968750E-03
+60.32500E-06,+1.00194715487E+00,+167.21106099E-03,-41.89702345E-03,+208.98437500E-03
+60.35000E-06,+1.04466072226E+00,+157.16080984E-03,+28.45473459E-03,+127.92968750E-03
+60.37500E-06,+1.06224866176E+00,+187.31156328E-03,-13.00255138E-03,+199.82910154E-03
+60.40000E-06,+1.26576624753E+00,+123.24121222E-03,+7.09795092E-03,+115.41748046E-03
+60.42500E-06,+1.27958534285E+00,+167.21106099E-03,+67.39945781E-03,+99.24316404E-03
+60.45000E-06,+1.38134413571E+00,+123.24121222E-03,-33.10305368E-03,+155.45654296E-03
+60.47500E-06,+1.40018835664E+00,+203.64322141E-03,+122.67583910E-03,+80.38330079E-03
+60.50000E-06,+1.31978634745E+00,+137.06030754E-03,-33.10305368E-03,+169.55566404E-03
+60.52500E-06,+1.35998735204E+00,+163.44221681E-03,+71.16830198E-03,+91.64428710E-03
+60.55000E-06,+1.31978634745E+00,+197.36181443E-03,-5.46486303E-03,+202.57568359E-03
+60.57500E-06,+1.36752504039E+00,+163.44221681E-03,+34.73614156E-03,+127.92968750E-03
+60.60000E-06,+1.05219841061E+00,+202.38694004E-03,+61.11805083E-03,+140.44189455E-03
+60.62500E-06,+998.17831069E-03,+119.47236805E-03,-5.46486303E-03,+124.17602540E-03
+60.65000E-06,+1.04466072226E+00,+203.64322141E-03,+28.45473459E-03,+174.37744141E-03
+60.67500E-06,+950.43961775E-03,+90.57789597E-03,-61.99752575E-03,+151.70288085E-03
+60.70000E-06,+1.02456021996E+00,+177.26131214E-03,+101.31905543E-03,+75.37841795E-03
+60.72500E-06,+1.00194715487E+00,+159.67337264E-03,+34.73614156E-03,+124.17602540E-03
+60.75000E-06,+1.00445971767E+00,+163.44221681E-03,+28.45473459E-03,+134.18579102E-03
+60.77500E-06,+1.03837931529E+00,+187.31156328E-03,-29.33420950E-03,+216.09497069E-03
+60.80000E-06,+1.29214815680E+00,+137.06030754E-03,-5.46486303E-03,+141.69311523E-03
+60.82500E-06,+1.28335418703E+00,+159.67337264E-03,+34.73614156E-03,+124.17602540E-03
+60.85000E-06,+1.35998735204E+00,+129.52261919E-03,-39.38446065E-03,+167.96875000E-03
+60.87500E-06,+1.37631901017E+00,+219.97487953E-03,+98.80649263E-03,+120.42236330E-03
+60.90000E-06,+1.30596725213E+00,+149.62312149E-03,-45.66586763E-03,+194.88525391E-03
+60.92500E-06,+1.35621850787E+00,+163.44221681E-03,+34.73614156E-03,+127.92968750E-03
+60.95000E-06,+1.31350494047E+00,+169.72362379E-03,-5.46486303E-03,+174.37744141E-03
+60.97500E-06,+1.27958534285E+00,+163.44221681E-03,+18.40448344E-03,+144.19555665E-03
+61.00000E-06,+1.09239941520E+00,+189.82412609E-03,+61.11805084E-03,+127.92968750E-03
+61.02500E-06,+1.03837931529E+00,+127.01005639E-03,-45.66586763E-03,+171.81396484E-03
+61.05000E-06,+1.00445971767E+00,+163.44221681E-03,-5.46486303E-03,+167.96875000E-03
+61.07500E-06,+1.01450996882E+00,+123.24121222E-03,-69.53521410E-03,+192.32177734E-03
+61.10000E-06,+1.02456021996E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+61.12500E-06,+1.00571599904E+00,+199.87437723E-03,-5.46486303E-03,+205.13916016E-03
+61.15000E-06,+1.03837931529E+00,+157.16080984E-03,+34.73614156E-03,+121.67358398E-03
+61.17500E-06,+1.03837931529E+00,+139.57287034E-03,-5.46486303E-03,+144.19555665E-03
+61.20000E-06,+1.26576624753E+00,+109.42211690E-03,-5.46486303E-03,+114.16625977E-03
+61.22500E-06,+1.28335418703E+00,+163.44221681E-03,+74.93714616E-03,+87.89062500E-03
+61.25000E-06,+1.35998735204E+00,+163.44221681E-03,-39.38446065E-03,+202.57568359E-03
+61.27500E-06,+1.37631901017E+00,+203.64322141E-03,+115.13815075E-03,+87.89062500E-03
+61.30000E-06,+1.31978634745E+00,+163.44221681E-03,+7.09795092E-03,+155.79223631E-03
+61.32500E-06,+1.35621850787E+00,+167.21106099E-03,+38.50498574E-03,+127.92968750E-03
+61.35000E-06,+1.28586674983E+00,+209.92462838E-03,-11.74627001E-03,+221.49658205E-03
+61.37500E-06,+1.37631901017E+00,+139.57287034E-03,+18.40448344E-03,+120.42236330E-03
+61.40000E-06,+1.07858031988E+00,+189.82412609E-03,+48.55523688E-03,+140.44189455E-03
+61.42500E-06,+1.00194715487E+00,+123.24121222E-03,-5.46486303E-03,+127.92968750E-03
+61.45000E-06,+1.03209790831E+00,+197.36181443E-03,+41.01754854E-03,+155.45654295E-03
+61.47500E-06,+974.30896422E-03,+99.37186575E-03,-61.99752575E-03,+160.85815431E-03
+61.50000E-06,+865.01248296E-03,+189.82412609E-03,+74.93714616E-03,+114.16625977E-03
+61.52500E-06,+1.15898232907E+00,+159.67337264E-03,-5.46486303E-03,+164.21508790E-03
+61.55000E-06,+957.97730610E-03,+135.80402617E-03,+22.17332761E-03,+113.06762698E-03
+61.57500E-06,+1.07858031988E+00,+163.44221681E-03,-21.79652116E-03,+184.63134766E-03
+61.60000E-06,+1.26576624753E+00,+137.06030754E-03,-5.46486303E-03,+141.69311523E-03
+61.62500E-06,+1.28335418703E+00,+167.21106099E-03,+30.96729739E-03,+135.52856444E-03
+61.65000E-06,+1.39390694966E+00,+89.32161460E-03,+28.45473459E-03,+60.36376955E-03
+61.67500E-06,+1.35998735204E+00,+187.31156328E-03,+98.80649263E-03,+87.89062500E-03
+61.70000E-06,+1.31978634745E+00,+123.24121222E-03,-5.46486303E-03,+127.92968750E-03
+61.72500E-06,+1.31601750328E+00,+127.01005639E-03,+74.93714616E-03,+51.60522460E-03
+61.75000E-06,+1.28586674983E+00,+157.16080984E-03,+816.54394E-06,+155.45654295E-03
+61.77500E-06,+1.27958534285E+00,+163.44221681E-03,+58.60548803E-03,+104.15649415E-03
+61.80000E-06,+1.11878132448E+00,+203.64322141E-03,+74.93714616E-03,+127.92968750E-03
+61.82500E-06,+1.03837931529E+00,+163.44221681E-03,-1.69601886E-03,+164.21508790E-03
+61.85000E-06,+1.00445971767E+00,+157.16080984E-03,-33.10305367E-03,+190.06347654E-03
+61.87500E-06,+998.17831069E-03,+163.44221681E-03,-69.53521410E-03,+232.75756835E-03
